"band_id","b_age_code","b_sex_code","banding_day","banding_month","banding_year","l_d"
107821101,1,5,7,7,2011,"alive"
107821102,1,5,7,7,2011,"alive"
107821104,1,5,7,7,2011,"alive"
107821109,1,5,7,7,2011,"alive"
107821114,1,5,7,7,2011,"alive"
107821135,1,5,7,7,2011,"alive"
107821144,1,5,7,7,2011,"alive"
107821160,1,5,7,7,2011,"alive"
107821162,1,5,7,7,2011,"alive"
107821163,1,5,7,7,2011,"alive"
107821164,1,5,7,7,2011,"alive"
107821166,1,5,7,7,2011,"alive"
107821169,1,5,7,7,2011,"alive"
107821178,1,5,7,7,2011,"alive"
107821183,1,5,7,7,2011,"alive"
107821191,1,5,7,7,2011,"alive"
107821193,1,5,7,7,2011,"alive"
107822400,1,5,27,6,2011,"alive"
107822442,1,5,21,6,2011,"alive"
107822463,1,5,21,6,2011,"alive"
107822465,1,5,21,6,2011,"alive"
107822477,1,5,21,6,2011,"alive"
107822499,1,5,21,6,2011,"alive"
113831303,1,5,21,6,2011,"alive"
113831318,1,5,21,6,2011,"alive"
113831320,1,5,21,6,2011,"alive"
113831342,1,5,21,6,2011,"alive"
113831345,1,5,21,6,2011,"alive"
113831353,1,5,21,6,2011,"alive"
113831365,1,5,21,6,2011,"alive"
113831387,1,5,27,6,2011,"alive"
113831388,1,5,27,6,2011,"alive"
113831389,1,5,27,6,2011,"alive"
113831390,1,5,27,6,2011,"alive"
113831391,1,5,27,6,2011,"alive"
113831392,1,5,27,6,2011,"alive"
113831393,1,5,27,6,2011,"alive"
113831394,1,5,27,6,2011,"alive"
113831435,1,5,27,6,2011,"alive"
113831437,1,5,27,6,2011,"alive"
113831512,1,5,27,6,2011,"alive"
113831552,1,5,27,6,2011,"alive"
113831597,1,5,27,6,2011,"alive"
113831606,1,5,27,6,2011,"alive"
113831616,1,5,27,6,2011,"alive"
113831632,1,5,27,6,2011,"alive"
113831641,1,5,27,6,2011,"alive"
113831674,1,5,27,6,2011,"alive"
113831690,1,5,27,6,2011,"alive"
113831704,1,5,27,6,2011,"alive"
113831730,1,5,28,6,2011,"alive"
113831761,1,5,28,6,2011,"alive"
113831785,1,5,28,6,2011,"alive"
113831787,1,5,28,6,2011,"alive"
113831792,1,5,28,6,2011,"alive"
113831796,1,5,28,6,2011,"alive"
113831799,1,5,28,6,2011,"alive"
113842305,1,5,28,6,2011,"alive"
113842315,1,5,28,6,2011,"alive"
113842322,1,5,28,6,2011,"alive"
113842325,1,5,28,6,2011,"alive"
113842329,1,5,28,6,2011,"alive"
113842334,1,5,28,6,2011,"alive"
113842338,1,5,28,6,2011,"alive"
113842341,1,5,28,6,2011,"alive"
113842346,1,5,28,6,2011,"alive"
113842350,1,5,28,6,2011,"alive"
113842363,1,5,28,6,2011,"alive"
113842367,1,5,28,6,2011,"alive"
113842397,1,5,28,6,2011,"alive"
113842499,1,5,28,6,2011,"alive"
113842503,1,5,28,6,2011,"alive"
113842529,1,5,28,6,2011,"alive"
113842550,1,5,28,6,2011,"alive"
113842560,1,5,28,6,2011,"alive"
113842561,1,5,28,6,2011,"alive"
113842577,1,5,28,6,2011,"alive"
113842579,1,5,28,6,2011,"alive"
113842580,1,5,28,6,2011,"alive"
113842594,1,5,28,6,2011,"alive"
113842613,1,5,28,6,2011,"alive"
113842629,1,5,28,6,2011,"alive"
113842633,1,5,28,6,2011,"alive"
113842641,1,5,28,6,2011,"alive"
113842646,1,5,28,6,2011,"alive"
113842648,1,5,28,6,2011,"alive"
113842663,1,5,28,6,2011,"alive"
113842664,1,5,28,6,2011,"alive"
113842671,1,5,28,6,2011,"alive"
113842673,1,5,28,6,2011,"alive"
113842674,1,5,28,6,2011,"alive"
113842679,1,5,28,6,2011,"alive"
113842682,1,5,28,6,2011,"alive"
113842715,1,5,1,7,2011,"alive"
113842725,1,5,1,7,2011,"alive"
113842736,1,5,1,7,2011,"alive"
113842743,1,5,1,7,2011,"alive"
113842762,1,5,1,7,2011,"alive"
113842768,1,5,1,7,2011,"alive"
113842772,1,5,1,7,2011,"alive"
113842783,1,5,1,7,2011,"alive"
113842790,1,5,1,7,2011,"alive"
113842832,1,5,1,7,2011,"alive"
113842837,1,5,1,7,2011,"alive"
113842838,1,5,1,7,2011,"alive"
113842853,1,5,1,7,2011,"alive"
113842861,1,5,1,7,2011,"alive"
113842876,1,5,1,7,2011,"alive"
113842877,1,5,1,7,2011,"alive"
113842878,1,5,1,7,2011,"alive"
113842884,1,5,1,7,2011,"alive"
113842887,1,5,1,7,2011,"alive"
113842896,1,5,1,7,2011,"alive"
113842900,1,5,1,7,2011,"alive"
113842903,1,5,1,7,2011,"alive"
113842904,1,5,1,7,2011,"alive"
113842906,1,5,1,7,2011,"alive"
113842907,1,5,1,7,2011,"alive"
113842921,1,5,7,7,2011,"alive"
113842925,1,5,7,7,2011,"alive"
113842929,1,5,7,7,2011,"alive"
113842934,1,5,7,7,2011,"alive"
113842935,1,5,7,7,2011,"alive"
113842966,1,5,7,7,2011,"alive"
113842970,1,5,7,7,2011,"alive"
113842972,1,5,7,7,2011,"alive"
113843007,1,5,7,7,2011,"alive"
113843015,1,5,7,7,2011,"alive"
113843017,1,5,7,7,2011,"alive"
113843037,1,5,7,7,2011,"alive"
113843048,1,5,7,7,2011,"alive"
113843055,1,5,7,7,2011,"alive"
113843062,1,5,7,7,2011,"alive"
113843078,1,5,7,7,2011,"alive"
113843090,1,5,7,7,2011,"alive"
113843095,1,5,7,7,2011,"alive"
113831410,2,5,27,6,2011,"alive"
113831442,2,5,27,6,2011,"alive"
113831453,2,4,27,6,2011,"alive"
113831456,2,4,27,6,2011,"alive"
113831459,2,4,27,6,2011,"alive"
113831460,2,4,27,6,2011,"alive"
113831462,2,5,27,6,2011,"alive"
113831464,2,5,27,6,2011,"alive"
113831465,2,5,27,6,2011,"alive"
113831467,2,5,27,6,2011,"alive"
113831468,2,4,27,6,2011,"alive"
113831469,2,5,27,6,2011,"alive"
113831470,2,5,27,6,2011,"alive"
113831473,2,5,27,6,2011,"alive"
113831474,2,5,27,6,2011,"alive"
113831480,2,5,27,6,2011,"alive"
113831488,2,5,27,6,2011,"alive"
113831489,2,5,27,6,2011,"alive"
113831492,2,4,27,6,2011,"alive"
113831493,2,4,27,6,2011,"alive"
113831494,2,4,27,6,2011,"alive"
113831495,2,5,27,6,2011,"alive"
113831497,2,5,27,6,2011,"alive"
113831500,2,4,27,6,2011,"alive"
113831501,2,5,27,6,2011,"alive"
113831508,2,5,27,6,2011,"alive"
113831509,2,4,27,6,2011,"alive"
113831510,2,5,27,6,2011,"alive"
113831513,2,5,27,6,2011,"alive"
113831514,2,5,27,6,2011,"alive"
113831519,2,4,27,6,2011,"alive"
113831521,2,5,27,6,2011,"alive"
113831522,2,4,27,6,2011,"alive"
113831523,2,5,27,6,2011,"alive"
113831526,2,4,27,6,2011,"alive"
113831540,2,4,27,6,2011,"alive"
113831549,2,4,27,6,2011,"alive"
113831575,2,4,27,6,2011,"alive"
113842603,2,5,28,6,2011,"alive"
113842604,2,5,28,6,2011,"alive"
113842605,2,4,28,6,2011,"alive"
113842606,2,4,28,6,2011,"alive"
113842607,2,4,28,6,2011,"alive"
113842615,2,5,28,6,2011,"alive"
113842619,2,5,28,6,2011,"alive"
113842623,2,4,28,6,2011,"alive"
113842624,2,5,28,6,2011,"alive"
113842628,2,5,28,6,2011,"alive"
113842630,2,4,28,6,2011,"alive"
113842831,1,5,1,7,2011,"alive"
107822496,1,4,21,6,2011,"alive"
107821103,1,5,7,7,2011,"alive"
107821105,1,5,7,7,2011,"alive"
107821106,1,4,7,7,2011,"alive"
107821107,1,4,7,7,2011,"alive"
107821108,1,4,7,7,2011,"alive"
107821110,1,4,7,7,2011,"alive"
107821111,1,4,7,7,2011,"alive"
107821112,1,5,7,7,2011,"alive"
107821113,1,5,7,7,2011,"alive"
107821115,1,5,7,7,2011,"alive"
107821116,1,4,7,7,2011,"alive"
107821117,1,4,7,7,2011,"alive"
107821118,1,5,7,7,2011,"alive"
107821119,1,4,7,7,2011,"alive"
107821120,1,4,7,7,2011,"alive"
107821121,1,5,7,7,2011,"alive"
107821122,1,4,7,7,2011,"alive"
107821123,1,5,7,7,2011,"alive"
107821124,1,5,7,7,2011,"alive"
107821125,1,5,7,7,2011,"alive"
107821126,1,4,7,7,2011,"alive"
107821127,1,5,7,7,2011,"alive"
107821128,1,5,7,7,2011,"alive"
107821129,1,5,7,7,2011,"alive"
107821130,1,4,7,7,2011,"alive"
107821131,1,5,7,7,2011,"alive"
107821132,1,5,7,7,2011,"alive"
107821133,1,4,7,7,2011,"alive"
107821134,1,4,7,7,2011,"alive"
107821136,1,4,7,7,2011,"alive"
107821137,1,5,7,7,2011,"alive"
107821138,1,5,7,7,2011,"alive"
107821139,1,4,7,7,2011,"alive"
107821140,1,5,7,7,2011,"alive"
107821141,1,4,7,7,2011,"alive"
107821142,1,4,7,7,2011,"alive"
107821143,1,4,7,7,2011,"alive"
107821145,1,0,7,7,2011,"alive"
107821146,1,4,7,7,2011,"alive"
107821147,1,5,7,7,2011,"alive"
107821148,1,5,7,7,2011,"alive"
107821149,1,5,7,7,2011,"alive"
107821150,1,4,7,7,2011,"alive"
107821151,1,5,7,7,2011,"alive"
107821152,1,4,7,7,2011,"alive"
107821153,1,4,7,7,2011,"alive"
107821154,1,5,7,7,2011,"alive"
107821155,1,4,7,7,2011,"alive"
107821156,1,5,7,7,2011,"alive"
107821157,1,5,7,7,2011,"alive"
107821158,2,5,7,7,2011,"alive"
107821159,1,4,7,7,2011,"alive"
107821161,2,5,7,7,2011,"alive"
107821165,1,5,7,7,2011,"alive"
107821167,1,5,7,7,2011,"alive"
107821168,1,5,7,7,2011,"alive"
107821170,1,4,7,7,2011,"alive"
107821171,1,5,7,7,2011,"alive"
107821172,1,4,7,7,2011,"alive"
107821173,1,5,7,7,2011,"alive"
107821174,1,5,7,7,2011,"alive"
107821175,1,4,7,7,2011,"alive"
107821176,1,4,7,7,2011,"alive"
107821177,1,4,7,7,2011,"alive"
107821179,1,5,7,7,2011,"alive"
107821180,1,5,7,7,2011,"alive"
107821181,1,4,7,7,2011,"alive"
107821182,1,4,7,7,2011,"alive"
107821184,1,4,7,7,2011,"alive"
107821185,1,5,7,7,2011,"alive"
107821186,1,5,7,7,2011,"alive"
107821187,1,5,7,7,2011,"alive"
107821188,1,4,7,7,2011,"alive"
107821189,1,5,7,7,2011,"alive"
107821190,1,5,7,7,2011,"alive"
107821192,1,4,7,7,2011,"alive"
107821194,1,4,7,7,2011,"alive"
107821195,1,5,7,7,2011,"alive"
107821196,1,4,7,7,2011,"alive"
107821197,1,4,7,7,2011,"alive"
107821198,1,4,7,7,2011,"alive"
107821199,1,4,7,7,2011,"alive"
107821200,1,4,7,7,2011,"alive"
107822375,1,4,27,6,2011,"alive"
107822376,1,5,27,6,2011,"alive"
107822377,1,4,27,6,2011,"alive"
107822378,1,4,27,6,2011,"alive"
107822379,1,5,27,6,2011,"alive"
107822380,1,4,27,6,2011,"alive"
107822381,1,4,27,6,2011,"alive"
107822382,1,5,27,6,2011,"alive"
107822383,1,4,27,6,2011,"alive"
107822384,1,5,27,6,2011,"alive"
107822385,1,5,27,6,2011,"alive"
107822386,1,4,27,6,2011,"alive"
107822387,1,4,27,6,2011,"alive"
107822388,1,4,27,6,2011,"alive"
107822389,1,5,27,6,2011,"alive"
107822390,1,5,27,6,2011,"alive"
107822391,1,4,27,6,2011,"alive"
107822392,1,4,27,6,2011,"alive"
107822393,1,4,27,6,2011,"alive"
107822394,1,4,27,6,2011,"alive"
107822395,1,4,27,6,2011,"alive"
107822396,1,4,27,6,2011,"alive"
107822397,1,4,27,6,2011,"alive"
107822398,1,5,27,6,2011,"alive"
107822399,1,4,27,6,2011,"alive"
107822401,1,4,21,6,2011,"alive"
107822402,1,5,21,6,2011,"alive"
107822403,1,4,21,6,2011,"alive"
107822404,1,4,21,6,2011,"alive"
107822405,1,5,21,6,2011,"alive"
107822406,1,5,21,6,2011,"alive"
107822407,1,5,21,6,2011,"alive"
107822408,1,4,21,6,2011,"alive"
107822409,1,4,21,6,2011,"alive"
107822410,1,4,21,6,2011,"alive"
107822411,1,4,21,6,2011,"alive"
107822412,1,4,21,6,2011,"alive"
107822413,1,5,21,6,2011,"alive"
107822414,1,5,21,6,2011,"alive"
107822415,1,5,21,6,2011,"alive"
107822416,1,5,21,6,2011,"alive"
107822417,1,4,21,6,2011,"alive"
107822418,1,4,21,6,2011,"alive"
107822419,1,4,21,6,2011,"alive"
107822420,1,4,21,6,2011,"alive"
107822421,1,5,21,6,2011,"alive"
107822422,1,5,21,6,2011,"alive"
107822423,1,4,21,6,2011,"alive"
107822424,1,5,21,6,2011,"alive"
107822425,1,4,21,6,2011,"alive"
107822426,1,4,21,6,2011,"alive"
107822427,1,5,21,6,2011,"alive"
107822428,1,4,21,6,2011,"alive"
107822429,1,5,21,6,2011,"alive"
107822430,1,4,21,6,2011,"alive"
107822431,1,5,21,6,2011,"alive"
107822432,1,4,21,6,2011,"alive"
107822433,1,5,21,6,2011,"alive"
107822434,1,4,21,6,2011,"alive"
107822435,1,4,21,6,2011,"alive"
107822436,1,4,21,6,2011,"alive"
107822437,1,5,21,6,2011,"alive"
107822438,1,4,21,6,2011,"alive"
107822439,1,5,21,6,2011,"alive"
107822440,1,5,21,6,2011,"alive"
107822441,1,4,21,6,2011,"alive"
107822443,1,4,21,6,2011,"alive"
107822444,1,5,21,6,2011,"alive"
107822445,1,4,21,6,2011,"alive"
107822446,1,4,21,6,2011,"alive"
107822447,1,4,21,6,2011,"alive"
107822448,1,5,21,6,2011,"alive"
107822449,1,5,21,6,2011,"alive"
107822450,1,4,21,6,2011,"alive"
107822451,1,4,21,6,2011,"alive"
107822452,1,5,21,6,2011,"alive"
107822453,1,5,21,6,2011,"alive"
107822454,1,4,21,6,2011,"alive"
107822455,1,4,21,6,2011,"alive"
107822456,1,4,21,6,2011,"alive"
107822457,1,4,21,6,2011,"alive"
107822458,1,5,21,6,2011,"alive"
107822459,1,5,21,6,2011,"alive"
107822460,1,4,21,6,2011,"alive"
107822461,1,4,21,6,2011,"alive"
107822462,1,4,21,6,2011,"alive"
107822464,1,5,21,6,2011,"alive"
107822466,1,5,21,6,2011,"alive"
107822467,1,4,21,6,2011,"alive"
107822468,1,4,21,6,2011,"alive"
107822469,1,5,21,6,2011,"alive"
107822470,1,5,21,6,2011,"alive"
107822471,1,5,21,6,2011,"alive"
107822472,1,4,21,6,2011,"alive"
107822473,1,5,21,6,2011,"alive"
107822474,1,5,21,6,2011,"alive"
107822475,1,5,21,6,2011,"alive"
107822476,1,5,21,6,2011,"alive"
107822478,1,5,21,6,2011,"alive"
107822479,1,4,21,6,2011,"alive"
107822480,1,4,21,6,2011,"alive"
107822481,1,4,21,6,2011,"alive"
107822482,1,5,21,6,2011,"alive"
107822483,1,5,21,6,2011,"alive"
107822484,1,5,21,6,2011,"alive"
107822485,1,5,21,6,2011,"alive"
107822486,1,4,21,6,2011,"alive"
107822487,1,5,21,6,2011,"alive"
107822488,1,4,21,6,2011,"alive"
107822489,1,5,21,6,2011,"alive"
107822490,1,5,21,6,2011,"alive"
107822491,1,4,21,6,2011,"alive"
107822492,1,5,21,6,2011,"alive"
107822493,1,4,21,6,2011,"alive"
107822494,1,5,21,6,2011,"alive"
107822495,1,4,21,6,2011,"alive"
107822497,1,5,21,6,2011,"alive"
107822498,1,4,21,6,2011,"alive"
107822500,1,4,21,6,2011,"alive"
113831301,1,5,21,6,2011,"alive"
113831302,1,5,21,6,2011,"alive"
113831304,1,4,21,6,2011,"alive"
113831305,1,4,21,6,2011,"alive"
113831306,1,4,21,6,2011,"alive"
113831307,1,4,21,6,2011,"alive"
113831308,1,5,21,6,2011,"alive"
113831309,1,4,21,6,2011,"alive"
113831310,1,4,21,6,2011,"alive"
113831311,1,4,21,6,2011,"alive"
113831312,1,5,21,6,2011,"alive"
113831313,1,5,21,6,2011,"alive"
113831314,1,5,21,6,2011,"alive"
113831315,1,5,21,6,2011,"alive"
113831316,1,5,21,6,2011,"alive"
113831317,1,5,21,6,2011,"alive"
113831319,1,4,21,6,2011,"alive"
113831321,1,5,21,6,2011,"alive"
113831322,1,4,21,6,2011,"alive"
113831323,1,5,21,6,2011,"alive"
113831324,1,4,21,6,2011,"alive"
113831325,1,5,21,6,2011,"alive"
113831326,1,4,21,6,2011,"alive"
113831327,1,5,21,6,2011,"alive"
113831328,1,4,21,6,2011,"alive"
113831329,1,4,21,6,2011,"alive"
113831330,1,5,21,6,2011,"alive"
113831331,1,4,21,6,2011,"alive"
113831332,1,4,21,6,2011,"alive"
113831333,1,4,21,6,2011,"alive"
113831334,1,4,21,6,2011,"alive"
113831335,1,4,21,6,2011,"alive"
113831336,1,5,21,6,2011,"alive"
113831337,1,4,21,6,2011,"alive"
113831338,1,5,21,6,2011,"alive"
113831339,1,5,21,6,2011,"alive"
113831340,1,4,21,6,2011,"alive"
113831341,1,5,21,6,2011,"alive"
113831343,1,5,21,6,2011,"alive"
113831344,1,5,21,6,2011,"alive"
113831346,1,5,21,6,2011,"alive"
113831347,1,5,21,6,2011,"alive"
113831348,1,4,21,6,2011,"alive"
113831349,1,4,21,6,2011,"alive"
113831350,1,4,21,6,2011,"alive"
113831351,1,5,21,6,2011,"alive"
113831352,1,4,21,6,2011,"alive"
113831354,1,4,21,6,2011,"alive"
113831355,1,5,21,6,2011,"alive"
113831356,1,4,21,6,2011,"alive"
113831357,1,5,21,6,2011,"alive"
113831358,1,5,21,6,2011,"alive"
113831359,1,5,21,6,2011,"alive"
113831360,1,4,21,6,2011,"alive"
113831361,1,5,21,6,2011,"alive"
113831362,1,5,21,6,2011,"alive"
113831363,1,4,21,6,2011,"alive"
113831364,1,5,21,6,2011,"alive"
113831366,1,4,21,6,2011,"alive"
113831367,1,4,21,6,2011,"alive"
113831368,1,4,21,6,2011,"alive"
113831369,1,5,21,6,2011,"alive"
113831370,1,5,21,6,2011,"alive"
113831371,1,4,21,6,2011,"alive"
113831372,1,4,21,6,2011,"alive"
113831373,1,5,21,6,2011,"alive"
113831374,1,5,21,6,2011,"alive"
113831375,1,5,21,6,2011,"alive"
113831376,1,4,21,6,2011,"alive"
113831377,1,5,21,6,2011,"alive"
113831378,1,5,27,6,2011,"alive"
113831379,1,5,27,6,2011,"alive"
113831380,1,5,27,6,2011,"alive"
113831381,1,4,27,6,2011,"alive"
113831382,1,5,27,6,2011,"alive"
113831383,1,5,27,6,2011,"alive"
113831384,1,5,27,6,2011,"alive"
113831385,1,4,27,6,2011,"alive"
113831386,1,4,27,6,2011,"alive"
113831395,1,5,27,6,2011,"alive"
113831396,1,4,27,6,2011,"alive"
113831397,1,4,27,6,2011,"alive"
113831398,2,5,27,6,2011,"alive"
113831399,1,5,27,6,2011,"alive"
113831400,1,5,27,6,2011,"alive"
113831401,1,4,27,6,2011,"alive"
113831402,1,5,27,6,2011,"alive"
113831403,1,5,27,6,2011,"alive"
113831404,1,4,27,6,2011,"alive"
113831405,1,5,27,6,2011,"alive"
113831406,1,4,27,6,2011,"alive"
113831407,1,5,27,6,2011,"alive"
113831408,1,5,27,6,2011,"alive"
113831409,1,4,27,6,2011,"alive"
113831411,1,5,27,6,2011,"alive"
113831412,1,5,27,6,2011,"alive"
113831413,1,5,27,6,2011,"alive"
113831414,1,5,27,6,2011,"alive"
113831415,1,5,27,6,2011,"alive"
113831416,1,5,27,6,2011,"alive"
113831417,1,0,27,6,2011,"alive"
113831418,1,5,27,6,2011,"alive"
113831419,1,5,27,6,2011,"alive"
113831420,1,5,27,6,2011,"alive"
113831421,1,4,27,6,2011,"alive"
113831422,1,5,27,6,2011,"alive"
113831423,1,5,27,6,2011,"alive"
113831424,1,4,27,6,2011,"alive"
113831425,1,4,27,6,2011,"alive"
113831426,1,5,27,6,2011,"alive"
113831427,1,4,27,6,2011,"alive"
113831428,1,4,27,6,2011,"alive"
113831429,1,4,27,6,2011,"alive"
113831430,1,4,27,6,2011,"alive"
113831431,1,4,27,6,2011,"alive"
113831432,1,5,27,6,2011,"alive"
113831433,1,5,27,6,2011,"alive"
113831434,1,5,27,6,2011,"alive"
113831436,1,5,27,6,2011,"alive"
113831438,1,5,27,6,2011,"alive"
113831439,1,5,27,6,2011,"alive"
113831440,1,4,27,6,2011,"alive"
113831441,1,4,27,6,2011,"alive"
113831443,1,4,27,6,2011,"alive"
113831444,1,4,27,6,2011,"alive"
113831445,1,4,27,6,2011,"alive"
113831446,1,5,27,6,2011,"alive"
113831447,1,5,27,6,2011,"alive"
113831448,1,5,27,6,2011,"alive"
113831449,1,4,27,6,2011,"alive"
113831450,1,4,27,6,2011,"alive"
113831451,1,5,27,6,2011,"alive"
113831452,1,5,27,6,2011,"alive"
113831454,1,4,27,6,2011,"alive"
113831455,1,4,27,6,2011,"alive"
113831457,1,4,27,6,2011,"alive"
113831458,1,4,27,6,2011,"alive"
113831461,1,4,27,6,2011,"alive"
113831463,1,5,27,6,2011,"alive"
113831466,1,4,27,6,2011,"alive"
113831471,1,5,27,6,2011,"alive"
113831472,1,5,27,6,2011,"alive"
113831475,1,4,27,6,2011,"alive"
113831476,1,5,27,6,2011,"alive"
113831477,1,5,27,6,2011,"alive"
113831478,1,5,27,6,2011,"alive"
113831479,1,5,27,6,2011,"alive"
113831481,1,5,27,6,2011,"alive"
113831482,1,5,27,6,2011,"alive"
113831483,1,5,27,6,2011,"alive"
113831484,1,5,27,6,2011,"alive"
113831485,1,5,27,6,2011,"alive"
113831486,1,4,27,6,2011,"alive"
113831487,1,4,27,6,2011,"alive"
113831490,1,5,27,6,2011,"alive"
113831491,1,5,27,6,2011,"alive"
113831496,1,5,27,6,2011,"alive"
113831498,1,5,27,6,2011,"alive"
113831499,1,4,27,6,2011,"alive"
113831502,1,4,27,6,2011,"alive"
113831503,1,5,27,6,2011,"alive"
113831504,1,5,27,6,2011,"alive"
113831505,1,5,27,6,2011,"alive"
113831506,1,5,27,6,2011,"alive"
113831507,1,4,27,6,2011,"alive"
113831511,1,5,27,6,2011,"alive"
113831515,1,5,27,6,2011,"alive"
113831516,1,5,27,6,2011,"alive"
113831517,1,4,27,6,2011,"alive"
113831518,1,4,27,6,2011,"alive"
113831520,1,4,27,6,2011,"alive"
113831524,1,5,27,6,2011,"alive"
113831525,1,5,27,6,2011,"alive"
113831527,1,4,27,6,2011,"alive"
113831528,1,5,27,6,2011,"alive"
113831529,1,4,27,6,2011,"alive"
113831530,1,4,27,6,2011,"alive"
113831531,1,5,27,6,2011,"alive"
113831532,1,4,27,6,2011,"alive"
113831533,1,4,27,6,2011,"alive"
113831534,1,4,27,6,2011,"alive"
113831535,1,5,27,6,2011,"alive"
113831536,1,4,27,6,2011,"alive"
113831537,1,5,27,6,2011,"alive"
113831538,1,4,27,6,2011,"alive"
113831539,1,5,27,6,2011,"alive"
113831541,1,5,27,6,2011,"alive"
113831542,1,5,27,6,2011,"alive"
113831543,1,5,27,6,2011,"alive"
113831544,1,5,27,6,2011,"alive"
113831545,1,5,27,6,2011,"alive"
113831546,1,5,27,6,2011,"alive"
113831547,1,5,27,6,2011,"alive"
113831548,1,4,27,6,2011,"alive"
113831550,1,5,27,6,2011,"alive"
113831551,1,4,27,6,2011,"alive"
113831553,1,5,27,6,2011,"alive"
113831554,1,5,27,6,2011,"alive"
113831555,1,5,27,6,2011,"alive"
113831556,1,5,27,6,2011,"alive"
113831557,1,5,27,6,2011,"alive"
113831558,1,4,27,6,2011,"alive"
113831559,1,5,27,6,2011,"alive"
113831560,1,5,27,6,2011,"alive"
113831561,1,5,27,6,2011,"alive"
113831562,1,4,27,6,2011,"alive"
113831563,1,5,27,6,2011,"alive"
113831564,1,4,27,6,2011,"alive"
113831565,1,5,27,6,2011,"alive"
113831566,1,4,27,6,2011,"alive"
113831567,1,4,27,6,2011,"alive"
113831568,1,4,27,6,2011,"alive"
113831569,1,4,27,6,2011,"alive"
113831570,1,5,27,6,2011,"alive"
113831571,1,5,27,6,2011,"alive"
113831572,1,4,27,6,2011,"alive"
113831573,1,5,27,6,2011,"alive"
113831574,1,5,27,6,2011,"alive"
113831576,1,4,27,6,2011,"alive"
113831577,1,4,27,6,2011,"alive"
113831578,1,5,27,6,2011,"alive"
113831579,1,4,27,6,2011,"alive"
113831580,1,4,27,6,2011,"alive"
113831581,1,4,27,6,2011,"alive"
113831582,1,5,27,6,2011,"alive"
113831583,1,4,27,6,2011,"alive"
113831584,1,4,27,6,2011,"alive"
113831585,1,4,27,6,2011,"alive"
113831586,1,5,27,6,2011,"alive"
113831587,1,4,27,6,2011,"alive"
113831588,1,5,27,6,2011,"alive"
113831589,1,5,27,6,2011,"alive"
113831590,1,4,27,6,2011,"alive"
113831591,1,4,27,6,2011,"alive"
113831592,2,4,27,6,2011,"alive"
113831593,1,4,27,6,2011,"alive"
113831594,1,4,27,6,2011,"alive"
113831595,1,4,27,6,2011,"alive"
113831596,1,4,27,6,2011,"alive"
113831598,1,5,27,6,2011,"alive"
113831599,1,5,27,6,2011,"alive"
113831600,1,4,27,6,2011,"alive"
113831601,1,5,27,6,2011,"alive"
113831602,1,4,27,6,2011,"alive"
113831603,1,4,27,6,2011,"alive"
113831604,1,4,27,6,2011,"alive"
113831605,1,4,27,6,2011,"alive"
113831607,1,5,27,6,2011,"alive"
113831608,1,5,27,6,2011,"alive"
113831609,1,5,27,6,2011,"alive"
113831610,1,5,27,6,2011,"alive"
113831611,1,5,27,6,2011,"alive"
113831612,1,5,27,6,2011,"alive"
113831613,1,5,27,6,2011,"alive"
113831614,1,5,27,6,2011,"alive"
113831615,1,5,27,6,2011,"alive"
113831617,1,4,27,6,2011,"alive"
113831618,1,4,27,6,2011,"alive"
113831619,1,5,27,6,2011,"alive"
113831620,1,5,27,6,2011,"alive"
113831621,1,4,27,6,2011,"alive"
113831622,1,5,27,6,2011,"alive"
113831623,1,4,27,6,2011,"alive"
113831624,1,5,27,6,2011,"alive"
113831625,1,4,27,6,2011,"alive"
113831626,1,4,27,6,2011,"alive"
113831627,1,5,27,6,2011,"alive"
113831628,1,4,27,6,2011,"alive"
113831629,1,5,27,6,2011,"alive"
113831630,1,5,27,6,2011,"alive"
113831631,2,4,27,6,2011,"alive"
113831633,1,4,27,6,2011,"alive"
113831634,1,5,27,6,2011,"alive"
113831635,1,5,27,6,2011,"alive"
113831636,1,5,27,6,2011,"alive"
113831637,1,5,27,6,2011,"alive"
113831638,1,4,27,6,2011,"alive"
113831639,1,4,27,6,2011,"alive"
113831640,1,5,27,6,2011,"alive"
113831642,1,4,27,6,2011,"alive"
113831643,1,4,27,6,2011,"alive"
113831644,1,5,27,6,2011,"alive"
113831645,1,5,27,6,2011,"alive"
113831646,1,4,27,6,2011,"alive"
113831647,1,4,27,6,2011,"alive"
113831648,1,4,27,6,2011,"alive"
113831649,1,4,27,6,2011,"alive"
113831650,1,4,27,6,2011,"alive"
113831651,1,5,27,6,2011,"alive"
113831652,1,4,27,6,2011,"alive"
113831653,1,5,27,6,2011,"alive"
113831654,1,5,27,6,2011,"alive"
113831655,1,5,27,6,2011,"alive"
113831656,1,4,27,6,2011,"alive"
113831657,1,5,27,6,2011,"alive"
113831658,1,5,27,6,2011,"alive"
113831659,1,5,27,6,2011,"alive"
113831660,1,5,27,6,2011,"alive"
113831661,1,4,27,6,2011,"alive"
113831662,1,5,27,6,2011,"alive"
113831663,1,5,27,6,2011,"alive"
113831664,1,4,27,6,2011,"alive"
113831665,1,5,27,6,2011,"alive"
113831666,1,5,27,6,2011,"alive"
113831667,1,5,27,6,2011,"alive"
113831668,1,4,27,6,2011,"alive"
113831669,1,4,27,6,2011,"alive"
113831670,1,5,27,6,2011,"alive"
113831671,1,4,27,6,2011,"alive"
